,Accepts Bitcoin,Accepts Credit Cards,Alcohol,Ambience,Attire,Bike Parking,Category,Caters,Delivery,Dogs Allowed,Gender Neutral Restrooms,Good For,Good for Groups,Good for Kids,Happy Hour,Has Dairy-free Options,Has Gluten-free Options,Has Soy-free Options,Has TV,Hygiene_score,Liked by Vegans,Liked by Vegetarians,Noise Level,Outdoor Seating,Parking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,price_range,restaurant_name,restaurant_neighborhood,restaurant_rating,restaurant_reviewcount,restaurant_zipcode,retaurant_address,Source
168,,Yes,No,Casual,Casual,Yes,Dominican; Spanish; Puerto Rican; ,Yes,Yes,,Yes,"Breakfast, Lunch, Dinner",No,Yes,,,,,Yes,A,,Yes,Average,Yes,Street,Yes,Yes,,,Free,Under $10,Zoralie Restaurant,"Hell's Kitchen, Midtown West",4.0,215.0,10019,449 W 51st St,Spanish
169,,,,,,,Spanish; ,,,,,,,,,,,,,,,,,,,,,,,,,Los Santiagueros,East Harlem,2.0,1.0,10029,2155 E 111 St & 2nd Ave,Spanish
170,,Yes,Beer & Wine Only,Casual,Casual,Yes,Tapas Bars; Breakfast & Brunch; Wine Bars; ,No,No,,Yes,Dinner,Yes,No,,,,,No,A,,,Average,No,Street,Yes,No,,,No,$11-30,Pil Pil,"Upper East Side, Yorkville",4.0,502.0,10075,265 E 78th St,Spanish
171,,Yes,,,,,Chicken Shop; Spanish; Tapas Bars; ,,Yes,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,Yes,No,,,,$11-30,Infamous Chicken,Manhattan Valley,4.0,36.0,10025,1012 Amsterdam Ave,Spanish
191,,Yes,Full Bar,Intimate,Casual,No,Tapas Bars; Spanish; Wine Bars; ,Yes,No,,Yes,Dinner,Yes,No,Yes,,,,No,A,,,Loud,Yes,Street,Yes,,,,No,$31-60,Buceo 95,Upper West Side,4.0,397.0,10025,201 W 95th St,Spanish
192,,No,,,Casual,,Caribbean; Latin American; Bakeries; ,,No,,,,Yes,Yes,,,,,,,,,,No,,Yes,No,,,,Under $10,El Barrio Restaurant Bakery,East Harlem,4.0,11.0,10029,158B E 116th St,Spanish
193,,Yes,No,,Casual,Yes,Bakeries; Desserts; Latin American; ,Yes,Yes,,,,No,Yes,,,,,No,,,,Quiet,No,,Yes,Yes,No,No,No,Under $10,Tres Leches Cafe,East Harlem,5.0,86.0,10029,356 E 112th St,Spanish
194,,,,,,,Latin American; ,,,,,,,,,,,,,A,,,,,,Yes,,,,,,Hispanic Grill Restaurant,East Harlem,3.5,3.0,10035,1936 Madison Ave,Spanish
195,No,Yes,Full Bar,Casual,Casual,No,Latin American; Seafood; Cocktail Bars; ,Yes,Yes,No,Yes,"Brunch, Dinner",Yes,No,Yes,,,,Yes,B,,,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,La Pulperia UES,"Yorkville, Upper East Side",4.0,629.0,10028,1626 2nd Ave,Spanish
196,,Yes,Beer & Wine Only,"Casual, Intimate",Casual,No,Bars; Latin American; Cuban; ,Yes,Yes,,,Dinner,Yes,Yes,Yes,,,,No,A,,Yes,Average,No,Street,Yes,Yes,Yes,No,Free,$11-30,Sabor De Cuba,Astoria,4.0,273.0,11103,3703 31st Ave,Spanish
197,,,,,,,Bakeries; Latin American; Mexican; ,,Yes,,,,,,,,,,,B,,,,,,Yes,,,,,,El Biscochito,Morrisania,5.0,2.0,10459,967 E 167th St,Spanish
209,,No,No,Casual,Casual,Yes,Latin American; ,Yes,Yes,,,Lunch,Yes,Yes,,,,,No,A,,,Average,No,Street,Yes,No,,,No,Under $10,Los Papi?s,Vinegar Hill,4.0,70.0,11201,77 Bridge St,Spanish
211,No,Yes,Beer & Wine Only,Intimate,Casual,Yes,Tapas Bars; Wine Bars; Breakfast & Brunch; ,Yes,Yes,Yes,Yes,"Dinner, Dessert",Yes,No,Yes,,,,No,A,,,Average,Yes,"Garage, Street",Yes,Yes,Yes,Yes,Free,$11-30,PEQUE Vinos + Tapas Bar & Restaurant,Harlem,4.5,186.0,10039,231 W 145th St,Spanish
212,,,,,,,Dominican; ,,,,,,,,,,,,,,,,,,,,,,,,,Brisa Dominicana Restaurant,Harlem,5.0,2.0,10031,1764 Amsterdam Ave,Spanish
213,No,Yes,Beer & Wine Only,Casual,Casual,No,Latin American; ,Yes,Yes,No,,Lunch,Yes,Yes,,,,,Yes,A,,,Loud,No,Street,Yes,Yes,Yes,Yes,No,Under $10,El Nuevo Tina,Harlem,4.0,41.0,10027,511 W 125th St,Spanish
215,,Yes,No,,Casual,Yes,Spanish; Barbeque; ,No,Yes,,,,No,Yes,,,,,No,A,,,Very Loud,No,,Yes,No,,,No,Under $10,Polanco Restaurant & Barbecue,Harlem,3.5,25.0,10030,2421 Adam Clayton Powell Junior Blvd,Spanish
216,,Yes,No,Casual,Casual,Yes,Mexican; Spanish; Latin American; ,Yes,Yes,,,Lunch,No,Yes,,,,,Yes,A,,,Average,No,,Yes,No,Yes,,No,Under $10,Agave Mexican Restaurant,Harlem,3.5,90.0,10031,398 W 145th St,Spanish
217,,Yes,Full Bar,Casual,Casual,Yes,Latin American; ,Yes,Yes,,,"Breakfast, Lunch, Dinner",Yes,Yes,,,,,Yes,A,,,Average,No,Street,Yes,No,Yes,,No,$11-30,Caridad Restaurant,Harlem,2.5,103.0,10031,3533 Broadway,Spanish
219,,Yes,No,,Casual,No,Spanish; ,,Yes,,,,Yes,Yes,,,,,Yes,A,,,Average,No,Street,Yes,No,,,No,Under $10,Tropical Grill Restaurant,Harlem,3.0,17.0,10026,164 W 116th St,Spanish
220,,Yes,,,Casual,,Spanish; Caribbean; Burgers; ,,Yes,,,,Yes,Yes,Yes,,,,,A,,,,Yes,,Yes,Yes,,,,$11-30,Mi Mexico Cari Wine Bar & Restaurant,Harlem,4.0,6.0,10030,2647 Frederick Douglass Blvd,Spanish
0,,,,,,,American (Traditional); ,,,,,,,,,,,,,,,,,,,,,,,,,Fishermans Landing,,4.0,1.0,74017.0,7721 S 4180 RdUnit A,American
1,,Yes,No,Casual,Casual,Yes,American (Traditional); ,,No,,,,Yes,Yes,,,,,No,,,,Loud,No,,Yes,Yes,,,No,$11-30,Country Cottage Restaurant,,4.5,20.0,74352.0,6570 N Hwy 82,American
2,,Yes,Full Bar,Casual,,Yes,American (Traditional); Diners; ,Yes,No,,,"Lunch, Dinner",Yes,Yes,,,,,Yes,,,,Average,No,Private Lot,Yes,Yes,,,Free,$11-30,Mid-American Grille,,4.0,36.0,74361.0,101 Cobblestone Dr,American
3,,Yes,No,Casual,Casual,Yes,American (Traditional); ,Yes,No,,,"Breakfast, Lunch, Dinner",Yes,Yes,,,,,No,,,,Average,No,Private Lot,Yes,No,Yes,,No,Under $10,Clantonâ??s Cafe,,4.0,101.0,74301.0,319 E Illinois Ave,American
4,,Yes,Full Bar,Intimate,Casual,Yes,American (New); Steakhouses; Wine Bars; ,Yes,Yes,,,,Yes,No,,,,,Yes,,,,Average,Yes,Private Lot,Yes,Yes,Yes,Yes,No,$31-60,The Artichoke Restaurant & Bar,,4.5,31.0,74350.0,35896 S Hwy 82,American
5,,Yes,,,Casual,Yes,American (New); Greek; ,,Yes,,,,Yes,Yes,,,,,Yes,,,,Average,,,Yes,Yes,,,Free,$11-30,Bill and Ruthâ??s,,4.0,9.0,74361.0,310 S Mill St,American
6,,Yes,No,,Casual,Yes,American (New); ,,No,,,,Yes,Yes,,,,,Yes,,,,Quiet,No,,Yes,No,,,,Under $10,Fried Pie,,4.0,15.0,74017.0,500 N Jm Davis Blvd,American
7,,Yes,No,,,Yes,Burgers; American (Traditional); Hot Dogs; ,No,Yes,,,,Yes,Yes,,,,,No,,,,Quiet,,,Yes,No,,,No,Under $10,Petes Drive In,,4.5,6.0,74361.0,NE 1st St,American
8,,Yes,No,Casual,Casual,Yes,American (Traditional); Tex-Mex; Mexican; ,,No,,,Lunch,Yes,Yes,,,,,Yes,,,,Average,No,Private Lot,Yes,No,,,No,$11-30,Thomas Restaurant,,3.5,20.0,74361.0,215 S Mill St,American
9,,Yes,No,,Casual,No,Barbeque; American (Traditional); ,Yes,No,,,,Yes,Yes,,,,,Yes,,,,Average,No,,Yes,No,,Yes,No,Under $10,Charlieâ??s Chicken and BBQ,,3.5,16.0,74361.0,34 S Mill St,American
10,,Yes,,,Casual,Yes,American (Traditional); Breakfast & Brunch; ,,No,,,,Yes,Yes,,,,,No,,,,,No,,Yes,No,,,Free,Under $10,Hi-Way Cafe,,4.0,15.0,74301.0,437918 E Hwy 60,American
11,,Yes,Full Bar,,Casual,Yes,Barbeque; Burgers; American (Traditional); ,,No,,,,Yes,No,,,,,Yes,,,,Average,Yes,,No,No,,,,Under $10,Riggâ??s & Company,,5.0,4.0,74350.0,1411 N 3rd St,American
12,,Yes,No,Casual,Casual,No,Seafood; American (Traditional); ,Yes,No,,,,Yes,Yes,,,,,No,,,Yes,Average,No,Private Lot,Yes,Yes,,,Free,$11-30,Hammett House Restaurant,Carbondale,3.5,51.0,74017.0,1616 W Will Rogers Blvd,American
13,,Yes,No,,Casual,No,American (New); ,No,No,,,,Yes,Yes,,,,,Yes,,,,Average,No,,Yes,No,,,No,Under $10,Taco Tico,Midtown,4.0,17.0,74017.0,905 N Lynn Riggs Blvd,American
14,,Yes,No,,,,Fast Food; Burgers; Ice Cream & Frozen Yogurt; ,No,No,,,,No,Yes,,,,,,,,,,,,Yes,No,No,,,,Sonic Drive-In,,4.5,3.0,74361.0,439 S Mill,American
15,,Yes,,,Casual,,American (Traditional); ,,No,,,,Yes,No,,,,,,,,,,,,Yes,No,,,,Under $10,Wood Shed,,3.5,3.0,,,American
16,,Yes,No,,Casual,Yes,American (Traditional); Southern; Breakfast & Brunch; ,Yes,No,,,Brunch,Yes,Yes,,,,,No,,,Yes,,No,Private Lot,Yes,No,,,No,$11-30,Cracker Barrel Old Country Store,East Tulsa,4.0,27.0,74055.0,9475 N Owasso Expy,American
17,,Yes,Full Bar,,Casual,Yes,Tex-Mex; American (Traditional); Bars; ,Yes,No,,,,Yes,Yes,,,,,Yes,,,,Average,No,,Yes,No,,,No,$11-30,Chiliâ??s,,3.0,14.0,74361.0,5001 S Mill St,American
18,,Yes,Full Bar,Casual,Casual,Yes,Breweries; American (Traditional); ,No,No,,,"Lunch, Dinner, Dessert",Yes,Yes,,,,,Yes,,,,Average,Yes,Private Lot,Yes,No,Yes,,Free,$11-30,Bricktown Brewery,Midtown,4.0,109.0,74055.0,11909 East 96th St,American
19,,Yes,Full Bar,,Casual,Yes,American (New); Mexican; ,No,No,,,,No,Yes,,,,,Yes,,,,Loud,No,Private Lot,Yes,No,Yes,,No,$11-30,El Royal Restaurant & Club,,3.5,4.0,74361.0,Old Hwy 20 E,American
20,,Yes,,,,,Southern; American (Traditional); Comfort Food; ,,No,,,,Yes,Yes,,,,,Yes,,,Yes,,No,,Yes,No,,,No,$11-30,Cotton Patch Cafe,Carbondale,3.5,19.0,74017.0,820 S Lynn Riggs Blvd,American
21,,Yes,No,Divey,Casual,Yes,Breakfast & Brunch; Burgers; American (Traditional); ,No,No,,,Breakfast,No,Yes,,,,,Yes,,,,Average,No,,Yes,No,,,No,Under $10,Dotâ??s Cafe,,4.0,10.0,74017.0,310 W Will Rogers Blvd,American
22,,No,No,Casual,Casual,Yes,Breakfast & Brunch; ,No,No,,,"Breakfast, Brunch, Lunch",Yes,Yes,,,,,No,,,,Average,No,Private Lot,Yes,No,,,No,Under $10,Hugoâ??s Family Restaurant,East Tulsa,4.0,56.0,74017.0,1217 Archer Dr,American
23,,Yes,No,,,Yes,Diners; American (Traditional); ,,No,,,,No,Yes,,,,,No,,,,Average,No,Street,Yes,No,Yes,,,Under $10,Boomarang Diner,,3.0,17.0,74017.0,302 W Will Rogers Blvd,American
24,,Yes,No,,,No,Breakfast & Brunch; American (Traditional); Diners; ,,No,,,,Yes,Yes,,,,,No,,,,Average,No,,Yes,No,Yes,,Free,$11-30,Dennyâ??s,,2.5,15.0,74361.0,385 Mid America Dr,American
25,,Yes,Beer & Wine Only,Casual,Casual,No,American (Traditional); Barbeque; ,Yes,No,,,Lunch,Yes,Yes,,,,,No,,,,Average,No,,Yes,Yes,,,No,$11-30,RibCrib,Garnett,3.5,29.0,74019.0,1736 S Lynn Riggs Blvd,American
26,,,,,Casual,,Food; American (Traditional); Country Dance Halls; ,,,,,,Yes,,,,,,,,,,,,,,,,,,Under $10,Dog Iron Saloon: Will Rogers Downs,,3.0,3.0,74019.0,E 485th Rd,American
27,,Yes,No,,Casual,Yes,American (Traditional); Burgers; ,No,No,,,,Yes,Yes,,,,,Yes,,,,Average,No,,Yes,No,Yes,,No,$11-30,Goldies Patio Grill,,3.5,15.0,74361.0,21 SE 8th St,American
28,No,Yes,Beer & Wine Only,"Casual, Classy, Upscale",Casual,No,Szechuan; ,No,No,No,Yes,Dinner,Yes,Yes,,,,,No,A,,Yes,Quiet,No,Street,Yes,Yes,Yes,Yes,No,$31-60,Hwa Yuan,Chinatown,4.0,141.0,10002.0,42 E Broadway,American
29,No,Yes,No,Casual,Casual,Yes,Poke; Bubble Tea; Salad; ,No,Yes,No,,"Lunch, Dinner",No,Yes,,,,,No,A,,,Average,No,Street,Yes,No,No,No,Free,$11-30,Simple NYC,Lower East Side,4.5,302.0,10002.0,109 Eldridge St,American
30,,Yes,Beer & Wine Only,Casual,Casual,Yes,Japanese; Sushi Bars; Salad; ,Yes,Yes,,Yes,"Dinner, Dessert",Yes,Yes,,,,,Yes,A,,,Quiet,No,Street,Yes,Yes,Yes,No,Free,$11-30,Amano Sushi,"Chinatown, Lower East Side",4.0,37.0,10002.0,50 Eldridge St,American
31,,No,Beer & Wine Only,,Casual,Yes,Chinese; ,No,Yes,,,,No,Yes,,,,,No,C,,,Very Loud,No,,Yes,No,,,No,Under $10,East Broadway Restaurant,"Chinatown, Lower East Side",3.5,12.0,10002.0,94 E Broadway,American
32,,,,,,,Chinese; ,,,,,Lunch,No,Yes,,,,,No,,,,,,,Yes,No,,,,,Happy Eats,"Chinatown, Civic Center",3.0,17.0,10013.0,42 C Mott St,American
33,No,Yes,No,Casual,Casual,No,Korean; Juice Bars & Smoothies; Barbeque; ,Yes,Yes,No,Yes,"Brunch, Lunch, Dinner",Yes,Yes,,,,,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Tofu Tofu,"Chinatown, Lower East Side",4.5,226.0,10013.0,96 Bowery,American
34,,Yes,Full Bar,,Casual,,American (New); Cocktail Bars; Tapas/Small Plates; ,,No,,,Dinner,Yes,No,No,,,,Yes,,,Yes,,Yes,Garage,No,Yes,Yes,Yes,No,$11-30,Sugar Momma,Financial District,4.5,33.0,10038.0,15 Cliff St,American
35,,Yes,Full Bar,"Intimate, Classy",Casual,Yes,Mediterranean; Greek; Turkish; ,No,No,,,Dessert,Yes,Yes,No,,,,No,A,,,Average,Yes,,Yes,Yes,Yes,No,Free,$31-60,Antique Garage Tribeca,TriBeCa,4.5,70.0,10013.0,313 Church St,American
36,No,Yes,Full Bar,"Casual, Trendy, Romantic",Casual,Yes,Italian; Pasta Shops; Pizza; ,Yes,Yes,,,"Lunch, Dinner, Dessert",Yes,Yes,,Yes,Yes,,No,,Yes,Yes,Average,Yes,"Garage, Street",Yes,Yes,Yes,Yes,No,$11-30,Gelso & Grand,Little Italy,4.0,609.0,10013.0,186 Grand St,American
37,,No,No,Casual,Casual,Yes,Chinese; ,No,Yes,,Yes,,No,Yes,,,,,Yes,A,,,Average,No,Street,Yes,No,,,No,Under $10,Hua Ji Pork Chop Fast Food,"Chinatown, Lower East Side",4.0,70.0,10002.0,7 Allen St,American
38,No,Yes,,,,,Hotels; ,,,No,Yes,,,,,,,,,,,,,,,,,,,Free,Moderate,Hotel Mulberry,"Chinatown, Civic Center",4.0,70.0,10013.0,52 Mulberry St,American
39,,Yes,Beer & Wine Only,"Casual, Trendy, Romantic, Upscale",Casual,Yes,Steakhouses; ,No,No,,,"Lunch, Dinner, Dessert",Yes,Yes,,,,,No,A,,Yes,Average,No,Street,No,Yes,Yes,Yes,Free,$31-60,Char House,"Chinatown, Civic Center",4.0,72.0,10013.0,43 Mott St,American
40,,Yes,Beer & Wine Only,Casual,Casual,Yes,Malaysian; ,No,Yes,No,,"Lunch, Dinner",Yes,Yes,,,,,Yes,A,,Yes,Average,No,Street,Yes,Yes,,,Free,$11-30,New Malaysia,Chinatown,3.5,644.0,10013.0,48 Bowery,American
41,No,No,Beer & Wine Only,Casual,Casual,No,French; Malaysian; Asian Fusion; ,Yes,Yes,No,Yes,"Lunch, Dinner",No,Yes,No,,,,No,A,,,Average,No,Street,Yes,Yes,Yes,,Free,$11-30,Aux Epices,Little Italy,4.0,281.0,10013.0,121 Baxter St,American
42,,Yes,Full Bar,Casual,Casual,Yes,Breakfast & Brunch; American (New); Bars; ,Yes,Yes,No,Yes,Brunch,Yes,Yes,Yes,,,,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Jane,Greenwich Village,4.0,2967.0,10012.0,100 W Houston St,American
43,No,Yes,No,Casual,Casual,No,Asian Fusion; Malaysian; Chinese; ,Yes,Yes,,Yes,Dinner,Yes,Yes,,,,,No,,,Yes,Average,No,Street,Yes,No,Yes,Yes,No,Under $10,Asian Spicy Curry Pop-up,"Chinatown, Civic Center",4.5,123.0,10013.0,46 Mulberry St,American
44,,,,,,,Museums; ,,,,,,,Yes,,,,,,,,,,,,,,,,,,Museum of Chinese in America,SoHo,4.5,134.0,10013.0,215 Centre St,American
45,,Yes,Full Bar,Intimate,Casual,Yes,Italian; ,Yes,Yes,,Yes,Dinner,Yes,No,Yes,,,,No,A,,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$31-60,Gran Morsi,"Civic Center, TriBeCa",4.5,290.0,10007.0,22 Warren St,American
46,No,Yes,Full Bar,"Romantic, Upscale",Casual,No,Sushi Bars; Izakaya; Cocktail Bars; ,No,No,No,Yes,,Yes,No,No,,,,No,A,,,Average,No,Street,No,Yes,Yes,Yes,Free,$31-60,Juku,"Chinatown, Civic Center",4.0,77.0,10013.0,32 Mulberry St,American
47,No,Yes,Full Bar,Casual,Casual,Yes,American (New); Cocktail Bars; Breakfast & Brunch; ,Yes,Yes,No,Yes,"Brunch, Dinner",Yes,No,Yes,,,,Yes,A,,,Average,Yes,Street,Yes,Yes,Yes,Yes,Free,$11-30,Distilled,TriBeCa,4.0,737.0,10013.0,211 W Broadway,American
48,No,Yes,Beer & Wine Only,Trendy,Casual,No,Chinese; Seafood; Noodles; ,No,No,,Yes,Dinner,Yes,No,,,,,No,B,,Yes,Loud,No,,No,Yes,Yes,Yes,No,$31-60,Chinese Tuxedo,"Chinatown, Civic Center",3.5,185.0,10013.0,5 Doyers St,American
49,,Yes,,,Casual,,American (New); ,,No,,,,Yes,No,,,,,No,A,,,,No,,No,Yes,,,,$11-30,Gem,Lower East Side,4.5,24.0,10002.0,116 Forsyth St,American
50,,Yes,Full Bar,"Casual, Trendy",,Yes,American (New); Diners; Cocktail Bars; ,No,Yes,,,"Breakfast, Brunch, Lunch",Yes,Yes,Yes,,,,No,A,Yes,Yes,Average,Yes,Street,Yes,Yes,Yes,Yes,No,$11-30,Nickel & Diner,"Little Italy, SoHo",4.0,339.0,10013.0,1 Howard St,American
51,,No,No,Casual,Casual,No,Chinese; ,No,No,,,"Lunch, Late Night",Yes,Yes,,,,,No,A,,,Average,No,Street,Yes,No,Yes,Yes,No,Under $10,WK Restaurant,Chinatown,4.0,53.0,10013.0,69 Bayard St,American
52,No,Yes,Full Bar,"Hipster, Casual",Casual,Yes,Bars; American (Traditional); Breakfast & Brunch; ,Yes,No,Yes,Yes,Dinner,Yes,No,Yes,,,,No,A,,,Loud,No,Street,No,Yes,Yes,Yes,Free,$31-60,Esther & Carol,"Little Italy, Lower East Side",4.0,93.0,10013.0,341 Broome St,American
53,,No,No,Casual,Casual,Yes,Taiwanese; Chinese; Noodles; ,No,Yes,,,"Lunch, Dinner",Yes,Yes,,,,,No,A,,,Average,No,Street,Yes,No,Yes,,No,Under $10,Taiwan Pork Chop House,"Chinatown, Civic Center",4.0,351.0,10013.0,3 Doyers St,American
54,,Yes,Full Bar,Casual,Casual,Yes,Breakfast & Brunch; Mediterranean; American (New); ,No,No,,,"Brunch, Lunch",Yes,No,,,,,No,A,Yes,Yes,Loud,Yes,Street,Yes,Yes,,,No,$11-30,Jackâ??s Wife Freda,SoHo,4.0,1658.0,10012.0,224 Lafayette St,American
55,,No,Beer & Wine Only,"Divey, Casual",Casual,Yes,Chinese; Noodles; ,No,No,No,Yes,"Lunch, Dinner",Yes,Yes,No,Yes,,,No,A,,Yes,Average,No,Street,Yes,No,Yes,No,No,Under $10,88 Lan Zhou Handmade Noodles,Chinatown,4.0,1568.0,10013.0,40 Bowery St,American
56,No,Yes,No,Casual,Casual,Yes,Taiwanese; Bubble Tea; Chinese; ,Yes,Yes,,,"Lunch, Dinner",Yes,Yes,,,,,No,A,Yes,,Average,No,Street,Yes,No,No,No,No,Under $10,Taiwan Bear House,"Chinatown, Civic Center",4.0,268.0,10013.0,11 Pell St,American
57,,Yes,Full Bar,Upscale,Dressy,No,American (Traditional); ,No,No,,Yes,Dinner,No,No,,,Yes,,No,A,Yes,Yes,Quiet,No,Street,No,Yes,Yes,,Free,Above $61,Atera,"TriBeCa, Civic Center",4.5,225.0,10013.0,77 Worth St,American
58,No,Yes,Full Bar,"Casual, Trendy",Casual,Yes,Sports Bars; American (New); Lounges; ,Yes,Yes,,Yes,"Lunch, Dinner, Late Night",Yes,No,,,,,Yes,B,,Yes,Average,No,Street,Yes,Yes,,,Free,$11-30,Manhattan Proper,"Civic Center, TriBeCa",4.0,279.0,10007.0,6 Murray St,American
61,,Yes,Full Bar,Upscale,Dressy,Yes,Steakhouses; American (New); Breakfast & Brunch; ,Yes,No,,,Dinner,Yes,No,,,,,No,,,,Quiet,No,,No,Yes,Yes,,Free,Above $61,Wolfgang Puck,"Financial District, Civic Center, TriBeCa",3.5,66.0,10007.0,27 Barclay St,American
63,,Yes,Full Bar,Casual,Casual,Yes,American (Traditional); Sports Bars; ,No,Yes,,,"Dinner, Late Night",Yes,No,Yes,,,,Yes,A,Yes,Yes,Average,No,"Garage, Street",Yes,Yes,,,Free,$11-30,Dark Horse,"Civic Center, TriBeCa",4.0,379.0,10007.0,17 Murray St,American
65,,Yes,Full Bar,Trendy,Casual,Yes,American (New); ,No,,,Yes,Dinner,Yes,No,,,,,No,A,,Yes,Average,Yes,,,Yes,,,No,$31-60,Marc Forgione,TriBeCa,4.0,866.0,10013.0,134 Reade St,American
66,No,Yes,Full Bar,Casual,,Yes,American (New); Breakfast & Brunch; Diners; ,Yes,Yes,No,Yes,"Breakfast, Brunch, Lunch, Dinner",Yes,Yes,,,Yes,,Yes,A,Yes,Yes,Average,Yes,"Garage, Street, Private Lot",Yes,Yes,Yes,Yes,Free,$11-30,Tribecaâ??s Kitchen,TriBeCa,4.0,361.0,10013.0,200 Church St,American
67,,Yes,Full Bar,,,,American (New); ,,No,No,,,Yes,No,,Yes,Yes,,No,A,,Yes,Average,No,,No,Yes,Yes,,,,Manhatta,Financial District,4.5,104.0,10005.0,28 Liberty StFl 60,American
68,,Yes,,,,,American (New); Breakfast & Brunch; Cocktail Bars; ,,Yes,,,,Yes,Yes,Yes,,,,Yes,A,,Yes,,,,Yes,Yes,Yes,,,,Monk Mcginnâ??s,TriBeCa,4.5,33.0,10007.0,57 Murray St,American
69,,Yes,Full Bar,Upscale,Dressy,No,Steakhouses; Breakfast & Brunch; ,Yes,No,,Yes,,Yes,No,,,,,Yes,A,,,Loud,No,Street,Yes,Yes,Yes,Yes,Free,Above $61,CUT,"Civic Center, Financial District, TriBeCa",3.5,42.0,10007.0,99 Church St,American
70,,Yes,Full Bar,Intimate,Casual,No,Bars; American (New); ,No,No,,Yes,"Brunch, Dinner",No,No,,,,,No,A,,,Average,Yes,Street,Yes,Yes,,,Free,$11-30,Tinyâ??s & the Bar Upstairs,TriBeCa,4.0,510.0,10013.0,135 W Broadway,American
71,,Yes,Full Bar,Casual,Casual,Yes,Gastropubs; Pubs; Breakfast & Brunch; ,No,No,No,,"Brunch, Lunch, Dinner",Yes,No,Yes,Yes,,,Yes,A,,,Average,No,Street,Yes,Yes,Yes,,Free,$11-30,The Malt House,Financial District,4.0,402.0,10038.0,9 Maiden Ln,American
72,,Yes,Full Bar,,Casual,Yes,French; Wine Bars; ,No,No,,Yes,Dinner,Yes,No,Yes,,,,No,A,,,Average,No,Street,No,Yes,Yes,Yes,No,$31-60,Racines,"Civic Center, TriBeCa",3.5,108.0,10007.0,94 Chambers St,American
73,,Yes,Full Bar,,Casual,Yes,American (New); Bars; Steakhouses; ,No,No,,Yes,"Breakfast, Lunch, Dinner",Yes,Yes,Yes,,,,No,A,,,Quiet,Yes,,No,Yes,,,Free,$11-30,View of the World Terrace Club,Financial District,4.0,124.0,10006.0,144 Washington St,American
74,,Yes,,,,,Mediterranean; American (New); Sandwiches; ,No,Yes,,,,No,No,,,,,,A,,,,No,,Yes,No,,,No,Under $10,Cafe Gusto,Civic Center,3.0,9.0,10013.0,111 Worth St,American
76,,,,,,,American (Traditional); ,,Yes,,,,Yes,,,,,,,,,,,,,Yes,,,,,,Open Air Cafe,Civic Center,5.0,1.0,10007.0,1 Ctr St,American
77,,Yes,Beer & Wine Only,Casual,Casual,Yes,Burgers; Tacos; ,Yes,Yes,,,Lunch,No,Yes,,,,,No,A,,,Average,No,Street,Yes,No,No,,No,Under $10,Breakroom,Chinatown,4.5,1441.0,10013.0,83 Baxter St,American
78,,Yes,Full Bar,Hipster,Casual,No,Breakfast & Brunch; Lounges; American (Traditional); ,No,No,,Yes,Brunch,Yes,No,,,,,No,A,,Yes,Average,No,Street,No,Yes,,,No,$11-30,Freemans,Lower East Side,4.0,1936.0,10002.0,Freeman Alley,American
79,,Yes,Full Bar,,,Yes,Steakhouses; American (Traditional); Cocktail Bars; ,Yes,Yes,,Yes,,No,No,Yes,Yes,Yes,Yes,No,,Yes,Yes,,No,"Garage, Street",Yes,Yes,Yes,Yes,Free,,Holy Ground,TriBeCa,4.0,36.0,10013.0,112 Reade St,American
80,,Yes,Full Bar,,,Yes,Cocktail Bars; Seafood; American (New); ,Yes,Yes,,Yes,,Yes,No,Yes,Yes,Yes,Yes,Yes,A,Yes,Yes,,Yes,"Garage, Street, Private Lot",Yes,Yes,Yes,Yes,Free,,A Summer Day CafÃ©,TriBeCa,3.5,19.0,10013.0,109 W Broadway,American
82,,Yes,,,,,American (New); ,,,,,,,,,,,,,,,,,,,,,,,,$11-30,Lochmere Golf Y Country Club Restaurant,Civic Center,2.0,1.0,3276.0,360 Laconia Rd,American
83,,Yes,Full Bar,,Casual,Yes,American (New); French; Italian; ,No,Yes,,,Dinner,Yes,Yes,,,,,No,A,,,Average,Yes,Street,Yes,Yes,Yes,,No,$31-60,The Odeon,TriBeCa,4.0,579.0,10013.0,145 W Broadway,American
84,,Yes,,,Casual,,American (Traditional); ,,Yes,,,,Yes,Yes,,,,,No,,,,,,,Yes,No,,,,$11-30,applejacks diner,TriBeCa,4.5,4.0,,,American
85,,Yes,Full Bar,"Casual, Trendy, Classy",Casual,No,Cajun/Creole; Seafood; Bars; ,Yes,Yes,,Yes,"Brunch, Lunch, Dinner",Yes,No,Yes,,,,Yes,A,,Yes,Average,Yes,Street,Yes,Yes,Yes,Yes,Free,$11-30,1803,"TriBeCa, Civic Center",4.5,159.0,10007.0,82 Reade St,American
